Domain,Area,Element,Item,Year,Unit,Value
"Crops","Papua New Guinea","Yield","Sweet potatoes","2019","hg/ha","51265"
"Crops","Papua New Guinea","Yield","Yams","1961","hg/ha","165746"
"Crops","Papua New Guinea","Yield","Yams","1962","hg/ha","166667"
"Crops","Papua New Guinea","Yield","Yams","1963","hg/ha","162821"
"Crops","Papua New Guinea","Yield","Yams","1964","hg/ha","162500"
"Crops","Papua New Guinea","Yield","Yams","1965","hg/ha","162195"
"Crops","Papua New Guinea","Yield","Yams","1966","hg/ha","162353"
"Crops","Papua New Guinea","Yield","Yams","1967","hg/ha","163218"
"Crops","Papua New Guinea","Yield","Yams","1968","hg/ha","161111"
"Crops","Papua New Guinea","Yield","Yams","1969","hg/ha","161290"
"Crops","Papua New Guinea","Yield","Yams","1970","hg/ha","161702"
"Crops","Papua New Guinea","Yield","Yams","1971","hg/ha","163158"
"Crops","Papua New Guinea","Yield","Yams","1972","hg/ha","164583"
"Crops","Papua New Guinea","Yield","Yams","1973","hg/ha","164948"
"Crops","Papua New Guinea","Yield","Yams","1974","hg/ha","163265"
"Crops","Papua New Guinea","Yield","Yams","1975","hg/ha","164646"
"Crops","Papua New Guinea","Yield","Yams","1976","hg/ha","164356"
"Crops","Papua New Guinea","Yield","Yams","1977","hg/ha","165049"
"Crops","Papua New Guinea","Yield","Yams","1978","hg/ha","165714"
"Crops","Papua New Guinea","Yield","Yams","1979","hg/ha","166355"
"Crops","Papua New Guinea","Yield","Yams","1980","hg/ha","166972"
"Crops","Papua New Guinea","Yield","Yams","1981","hg/ha","168182"
"Crops","Papua New Guinea","Yield","Yams","1982","hg/ha","171171"
"Crops","Papua New Guinea","Yield","Yams","1983","hg/ha","173214"
"Crops","Papua New Guinea","Yield","Yams","1984","hg/ha","173451"
"Crops","Papua New Guinea","Yield","Yams","1985","hg/ha","175439"
"Crops","Papua New Guinea","Yield","Yams","1986","hg/ha","174138"
"Crops","Papua New Guinea","Yield","Yams","1987","hg/ha","173729"
"Crops","Papua New Guinea","Yield","Yams","1988","hg/ha","175000"
"Crops","Papua New Guinea","Yield","Yams","1989","hg/ha","175000"
"Crops","Papua New Guinea","Yield","Yams","1990","hg/ha","173554"
"Crops","Papua New Guinea","Yield","Yams","1991","hg/ha","176230"
"Crops","Papua New Guinea","Yield","Yams","1992","hg/ha","178455"
"Crops","Papua New Guinea","Yield","Yams","1993","hg/ha","176000"
"Crops","Papua New Guinea","Yield","Yams","1994","hg/ha","174797"
"Crops","Papua New Guinea","Yield","Yams","1995","hg/ha","174987"
"Crops","Papua New Guinea","Yield","Yams","1996","hg/ha","175000"
"Crops","Papua New Guinea","Yield","Yams","1997","hg/ha","175099"
"Crops","Papua New Guinea","Yield","Yams","1998","hg/ha","175385"
"Crops","Papua New Guinea","Yield","Yams","1999","hg/ha","175145"
"Crops","Papua New Guinea","Yield","Yams","2000","hg/ha","175000"
"Crops","Papua New Guinea","Yield","Yams","2001","hg/ha","173333"
"Crops","Papua New Guinea","Yield","Yams","2002","hg/ha","175000"
"Crops","Papua New Guinea","Yield","Yams","2003","hg/ha","170588"
"Crops","Papua New Guinea","Yield","Yams","2004","hg/ha","168431"
"Crops","Papua New Guinea","Yield","Yams","2005","hg/ha","165714"
"Crops","Papua New Guinea","Yield","Yams","2006","hg/ha","165000"
"Crops","Papua New Guinea","Yield","Yams","2007","hg/ha","167568"
"Crops","Papua New Guinea","Yield","Yams","2008","hg/ha","165263"
"Crops","Papua New Guinea","Yield","Yams","2009","hg/ha","165128"
"Crops","Papua New Guinea","Yield","Yams","2010","hg/ha","171053"
"Crops","Papua New Guinea","Yield","Yams","2011","hg/ha","174359"
"Crops","Papua New Guinea","Yield","Yams","2012","hg/ha","172500"
"Crops","Papua New Guinea","Yield","Yams","2013","hg/ha","175000"
"Crops","Papua New Guinea","Yield","Yams","2014","hg/ha","175397"
"Crops","Papua New Guinea","Yield","Yams","2015","hg/ha","174956"
"Crops","Papua New Guinea","Yield","Yams","2016","hg/ha","175767"
"Crops","Papua New Guinea","Yield","Yams","2017","hg/ha","176247"
"Crops","Papua New Guinea","Yield","Yams","2018","hg/ha","176725"
"Crops","Papua New Guinea","Yield","Yams","2019","hg/ha","177203"
"Crops","Paraguay","Yield","Cassava","1961","hg/ha","142000"
"Crops","Paraguay","Yield","Cassava","1962","hg/ha","140000"
"Crops","Paraguay","Yield","Cassava","1963","hg/ha","140845"
"Crops","Paraguay","Yield","Cassava","1964","hg/ha","140388"
"Crops","Paraguay","Yield","Cassava","1965","hg/ha","140000"
"Crops","Paraguay","Yield","Cassava","1966","hg/ha","140882"
"Crops","Paraguay","Yield","Cassava","1967","hg/ha","150005"
"Crops","Paraguay","Yield","Cassava","1968","hg/ha","149355"
"Crops","Paraguay","Yield","Cassava","1969","hg/ha","150007"
"Crops","Paraguay","Yield","Cassava","1970","hg/ha","152962"
"Crops","Paraguay","Yield","Cassava","1971","hg/ha","126540"
"Crops","Paraguay","Yield","Cassava","1972","hg/ha","129496"
"Crops","Paraguay","Yield","Cassava","1973","hg/ha","139183"
"Crops","Paraguay","Yield","Cassava","1974","hg/ha","154843"
"Crops","Paraguay","Yield","Cassava","1975","hg/ha","147942"
"Crops","Paraguay","Yield","Cassava","1976","hg/ha","147730"
"Crops","Paraguay","Yield","Cassava","1977","hg/ha","148028"
"Crops","Paraguay","Yield","Cassava","1978","hg/ha","152747"
"Crops","Paraguay","Yield","Cassava","1979","hg/ha","149365"
"Crops","Paraguay","Yield","Cassava","1980","hg/ha","149668"
"Crops","Paraguay","Yield","Cassava","1981","hg/ha","112748"
"Crops","Paraguay","Yield","Cassava","1982","hg/ha","139900"
"Crops","Paraguay","Yield","Cassava","1983","hg/ha","144438"
"Crops","Paraguay","Yield","Cassava","1984","hg/ha","151237"
"Crops","Paraguay","Yield","Cassava","1985","hg/ha","153472"
"Crops","Paraguay","Yield","Cassava","1986","hg/ha","144051"
"Crops","Paraguay","Yield","Cassava","1987","hg/ha","168991"
"Crops","Paraguay","Yield","Cassava","1988","hg/ha","169540"
"Crops","Paraguay","Yield","Cassava","1989","hg/ha","169940"
"Crops","Paraguay","Yield","Cassava","1990","hg/ha","147976"
"Crops","Paraguay","Yield","Cassava","1991","hg/ha","147228"
"Crops","Paraguay","Yield","Cassava","1992","hg/ha","145147"
"Crops","Paraguay","Yield","Cassava","1993","hg/ha","137713"
"Crops","Paraguay","Yield","Cassava","1994","hg/ha","139794"
"Crops","Paraguay","Yield","Cassava","1995","hg/ha","146506"
"Crops","Paraguay","Yield","Cassava","1996","hg/ha","138595"
"Crops","Paraguay","Yield","Cassava","1997","hg/ha","141787"
"Crops","Paraguay","Yield","Cassava","1998","hg/ha","142539"
"Crops","Paraguay","Yield","Cassava","1999","hg/ha","118406"
"Crops","Paraguay","Yield","Cassava","2000","hg/ha","134763"
"Crops","Paraguay","Yield","Cassava","2001","hg/ha","146786"
"Crops","Paraguay","Yield","Cassava","2002","hg/ha","171609"
"Crops","Paraguay","Yield","Cassava","2003","hg/ha","164173"
"Crops","Paraguay","Yield","Cassava","2004","hg/ha","179739"
"Crops","Paraguay","Yield","Cassava","2005","hg/ha","165000"
"Crops","Paraguay","Yield","Cassava","2006","hg/ha","160000"
"Crops","Paraguay","Yield","Cassava","2007","hg/ha","160000"
"Crops","Paraguay","Yield","Cassava","2008","hg/ha","129971"
"Crops","Paraguay","Yield","Cassava","2009","hg/ha","145000"
"Crops","Paraguay","Yield","Cassava","2010","hg/ha","147852"
"Crops","Paraguay","Yield","Cassava","2011","hg/ha","135323"
"Crops","Paraguay","Yield","Cassava","2012","hg/ha","98000"
"Crops","Paraguay","Yield","Cassava","2013","hg/ha","160000"
"Crops","Paraguay","Yield","Cassava","2014","hg/ha","170000"
"Crops","Paraguay","Yield","Cassava","2015","hg/ha","174069"
"Crops","Paraguay","Yield","Cassava","2016","hg/ha","174000"
"Crops","Paraguay","Yield","Cassava","2017","hg/ha","174000"
"Crops","Paraguay","Yield","Cassava","2018","hg/ha","180000"
"Crops","Paraguay","Yield","Cassava","2019","hg/ha","180000"
"Crops","Paraguay","Yield","Maize","1961","hg/ha","12009"
"Crops","Paraguay","Yield","Maize","1962","hg/ha","13000"
"Crops","Paraguay","Yield","Maize","1963","hg/ha","12500"
"Crops","Paraguay","Yield","Maize","1964","hg/ha","12972"
"Crops","Paraguay","Yield","Maize","1965","hg/ha","13003"
"Crops","Paraguay","Yield","Maize","1966","hg/ha","10997"
"Crops","Paraguay","Yield","Maize","1967","hg/ha","13000"
"Crops","Paraguay","Yield","Maize","1968","hg/ha","10000"
"Crops","Paraguay","Yield","Maize","1969","hg/ha","12000"
"Crops","Paraguay","Yield","Maize","1970","hg/ha","13174"
"Crops","Paraguay","Yield","Maize","1971","hg/ha","12125"
"Crops","Paraguay","Yield","Maize","1972","hg/ha","11350"
"Crops","Paraguay","Yield","Maize","1973","hg/ha","13254"
"Crops","Paraguay","Yield","Maize","1974","hg/ha","13663"
"Crops","Paraguay","Yield","Maize","1975","hg/ha","13511"
"Crops","Paraguay","Yield","Maize","1976","hg/ha","13659"
"Crops","Paraguay","Yield","Maize","1977","hg/ha","13918"
"Crops","Paraguay","Yield","Maize","1978","hg/ha","13023"
"Crops","Paraguay","Yield","Maize","1979","hg/ha","15044"
"Crops","Paraguay","Yield","Maize","1980","hg/ha","15531"
"Crops","Paraguay","Yield","Maize","1981","hg/ha","16103"
"Crops","Paraguay","Yield","Maize","1982","hg/ha","14892"
"Crops","Paraguay","Yield","Maize","1983","hg/ha","15412"
"Crops","Paraguay","Yield","Maize","1984","hg/ha","14345"
"Crops","Paraguay","Yield","Maize","1985","hg/ha","16987"
"Crops","Paraguay","Yield","Maize","1986","hg/ha","17013"
"Crops","Paraguay","Yield","Maize","1987","hg/ha","18046"
"Crops","Paraguay","Yield","Maize","1988","hg/ha","19020"
"Crops","Paraguay","Yield","Maize","1989","hg/ha","19889"
"Crops","Paraguay","Yield","Maize","1990","hg/ha","21991"
"Crops","Paraguay","Yield","Maize","1991","hg/ha","16502"
"Crops","Paraguay","Yield","Maize","1992","hg/ha","17430"
"Crops","Paraguay","Yield","Maize","1993","hg/ha","17630"
"Crops","Paraguay","Yield","Maize","1994","hg/ha","21140"
"Crops","Paraguay","Yield","Maize","1995","hg/ha","24660"
"Crops","Paraguay","Yield","Maize","1996","hg/ha","20150"
"Crops","Paraguay","Yield","Maize","1997","hg/ha","27483"
"Crops","Paraguay","Yield","Maize","1998","hg/ha","24575"
"Crops","Paraguay","Yield","Maize","1999","hg/ha","22917"
"Crops","Paraguay","Yield","Maize","2000","hg/ha","19512"
"Crops","Paraguay","Yield","Maize","2001","hg/ha","23308"
"Crops","Paraguay","Yield","Maize","2002","hg/ha","23442"
"Crops","Paraguay","Yield","Maize","2003","hg/ha","23849"
"Crops","Paraguay","Yield","Maize","2004","hg/ha","25455"
"Crops","Paraguay","Yield","Maize","2005","hg/ha","20750"
"Crops","Paraguay","Yield","Maize","2006","hg/ha","26829"
"Crops","Paraguay","Yield","Maize","2007","hg/ha","27700"
"Crops","Paraguay","Yield","Maize","2008","hg/ha","28804"
"Crops","Paraguay","Yield","Maize","2009","hg/ha","24000"
"Crops","Paraguay","Yield","Maize","2010","hg/ha","39152"
"Crops","Paraguay","Yield","Maize","2011","hg/ha","39198"
"Crops","Paraguay","Yield","Maize","2012","hg/ha","30950"
"Crops","Paraguay","Yield","Maize","2013","hg/ha","40000"
"Crops","Paraguay","Yield","Maize","2014","hg/ha","40000"
"Crops","Paraguay","Yield","Maize","2015","hg/ha","52483"
"Crops","Paraguay","Yield","Maize","2016","hg/ha","53670"
"Crops","Paraguay","Yield","Maize","2017","hg/ha","54850"
"Crops","Paraguay","Yield","Maize","2018","hg/ha","49950"
"Crops","Paraguay","Yield","Maize","2019","hg/ha","51400"
"Crops","Paraguay","Yield","Potatoes","1961","hg/ha","32500"
"Crops","Paraguay","Yield","Potatoes","1962","hg/ha","33333"
"Crops","Paraguay","Yield","Potatoes","1963","hg/ha","40000"
"Crops","Paraguay","Yield","Potatoes","1964","hg/ha","40000"
"Crops","Paraguay","Yield","Potatoes","1965","hg/ha","40000"
"Crops","Paraguay","Yield","Potatoes","1966","hg/ha","50000"
"Crops","Paraguay","Yield","Potatoes","1967","hg/ha","75385"
"Crops","Paraguay","Yield","Potatoes","1968","hg/ha","78295"
"Crops","Paraguay","Yield","Potatoes","1969","hg/ha","78980"
"Crops","Paraguay","Yield","Potatoes","1970","hg/ha","30770"
"Crops","Paraguay","Yield","Potatoes","1971","hg/ha","43333"
"Crops","Paraguay","Yield","Potatoes","1972","hg/ha","58750"
"Crops","Paraguay","Yield","Potatoes","1973","hg/ha","62000"
"Crops","Paraguay","Yield","Potatoes","1974","hg/ha","66153"
"Crops","Paraguay","Yield","Potatoes","1975","hg/ha","72279"
"Crops","Paraguay","Yield","Potatoes","1976","hg/ha","80275"
"Crops","Paraguay","Yield","Potatoes","1977","hg/ha","83197"
"Crops","Paraguay","Yield","Potatoes","1978","hg/ha","86240"
"Crops","Paraguay","Yield","Potatoes","1979","hg/ha","88280"
"Crops","Paraguay","Yield","Potatoes","1980","hg/ha","31357"
"Crops","Paraguay","Yield","Potatoes","1981","hg/ha","38610"
"Crops","Paraguay","Yield","Potatoes","1982","hg/ha","51705"
"Crops","Paraguay","Yield","Potatoes","1983","hg/ha","59184"
"Crops","Paraguay","Yield","Potatoes","1984","hg/ha","67150"
"Crops","Paraguay","Yield","Potatoes","1985","hg/ha","69200"
"Crops","Paraguay","Yield","Potatoes","1986","hg/ha","62250"
"Crops","Paraguay","Yield","Potatoes","1987","hg/ha","65250"
"Crops","Paraguay","Yield","Potatoes","1988","hg/ha","76786"
"Crops","Paraguay","Yield","Potatoes","1989","hg/ha","72050"
"Crops","Paraguay","Yield","Potatoes","1990","hg/ha","67000"
"Crops","Paraguay","Yield","Potatoes","1991","hg/ha","49840"
"Crops","Paraguay","Yield","Potatoes","1992","hg/ha","55972"
"Crops","Paraguay","Yield","Potatoes","1993","hg/ha","55972"
"Crops","Paraguay","Yield","Potatoes","1994","hg/ha","59377"
"Crops","Paraguay","Yield","Potatoes","1995","hg/ha","60102"
"Crops","Paraguay","Yield","Potatoes","1996","hg/ha","61267"
"Crops","Paraguay","Yield","Potatoes","1997","hg/ha","61794"
"Crops","Paraguay","Yield","Potatoes","1998","hg/ha","61921"
"Crops","Paraguay","Yield","Potatoes","1999","hg/ha","59957"
"Crops","Paraguay","Yield","Potatoes","2000","hg/ha","52727"
"Crops","Paraguay","Yield","Potatoes","2001","hg/ha","54257"
"Crops","Paraguay","Yield","Potatoes","2002","hg/ha","56020"
"Crops","Paraguay","Yield","Potatoes","2003","hg/ha","64000"
"Crops","Paraguay","Yield","Potatoes","2004","hg/ha","63290"
"Crops","Paraguay","Yield","Potatoes","2005","hg/ha","62353"
"Crops","Paraguay","Yield","Potatoes","2006","hg/ha","64737"
"Crops","Paraguay","Yield","Potatoes","2007","hg/ha","65000"
"Crops","Paraguay","Yield","Potatoes","2008","hg/ha","64433"
"Crops","Paraguay","Yield","Potatoes","2009","hg/ha","50500"
"Crops","Paraguay","Yield","Potatoes","2010","hg/ha","131165"
"Crops","Paraguay","Yield","Potatoes","2011","hg/ha","152174"
"Crops","Paraguay","Yield","Potatoes","2012","hg/ha","120000"
"Crops","Paraguay","Yield","Potatoes","2013","hg/ha","147679"
"Crops","Paraguay","Yield","Potatoes","2014","hg/ha","150000"
"Crops","Paraguay","Yield","Potatoes","2015","hg/ha","144504"
"Crops","Paraguay","Yield","Potatoes","2016","hg/ha","145000"
"Crops","Paraguay","Yield","Potatoes","2017","hg/ha","144615"
"Crops","Paraguay","Yield","Potatoes","2018","hg/ha","144774"
"Crops","Paraguay","Yield","Potatoes","2019","hg/ha","143222"
"Crops","Paraguay","Yield","Rice, paddy","1961","hg/ha","22000"
"Crops","Paraguay","Yield","Rice, paddy","1962","hg/ha","24000"
"Crops","Paraguay","Yield","Rice, paddy","1963","hg/ha","22857"
"Crops","Paraguay","Yield","Rice, paddy","1964","hg/ha","25000"
"Crops","Paraguay","Yield","Rice, paddy","1965","hg/ha","27000"
"Crops","Paraguay","Yield","Rice, paddy","1966","hg/ha","21957"
"Crops","Paraguay","Yield","Rice, paddy","1967","hg/ha","24959"
"Crops","Paraguay","Yield","Rice, paddy","1968","hg/ha","22286"
"Crops","Paraguay","Yield","Rice, paddy","1969","hg/ha","26557"
"Crops","Paraguay","Yield","Rice, paddy","1970","hg/ha","19661"
"Crops","Paraguay","Yield","Rice, paddy","1971","hg/ha","20793"
"Crops","Paraguay","Yield","Rice, paddy","1972","hg/ha","17963"
"Crops","Paraguay","Yield","Rice, paddy","1973","hg/ha","19413"
"Crops","Paraguay","Yield","Rice, paddy","1974","hg/ha","22134"
"Crops","Paraguay","Yield","Rice, paddy","1975","hg/ha","22711"
"Crops","Paraguay","Yield","Rice, paddy","1976","hg/ha","20195"
"Crops","Paraguay","Yield","Rice, paddy","1977","hg/ha","20440"
"Crops","Paraguay","Yield","Rice, paddy","1978","hg/ha","18312"
"Crops","Paraguay","Yield","Rice, paddy","1979","hg/ha","18902"
"Crops","Paraguay","Yield","Rice, paddy","1980","hg/ha","17000"
"Crops","Paraguay","Yield","Rice, paddy","1981","hg/ha","19064"
"Crops","Paraguay","Yield","Rice, paddy","1982","hg/ha","20096"
"Crops","Paraguay","Yield","Rice, paddy","1983","hg/ha","21428"
"Crops","Paraguay","Yield","Rice, paddy","1984","hg/ha","21836"
"Crops","Paraguay","Yield","Rice, paddy","1985","hg/ha","24925"
"Crops","Paraguay","Yield","Rice, paddy","1986","hg/ha","20066"
"Crops","Paraguay","Yield","Rice, paddy","1987","hg/ha","25731"
"Crops","Paraguay","Yield","Rice, paddy","1988","hg/ha","24369"
"Crops","Paraguay","Yield","Rice, paddy","1989","hg/ha","26996"
"Crops","Paraguay","Yield","Rice, paddy","1990","hg/ha","25206"
"Crops","Paraguay","Yield","Rice, paddy","1991","hg/ha","31698"
"Crops","Paraguay","Yield","Rice, paddy","1992","hg/ha","38317"
"Crops","Paraguay","Yield","Rice, paddy","1993","hg/ha","37715"
"Crops","Paraguay","Yield","Rice, paddy","1994","hg/ha","39785"
"Crops","Paraguay","Yield","Rice, paddy","1995","hg/ha","41143"
"Crops","Paraguay","Yield","Rice, paddy","1996","hg/ha","36692"
"Crops","Paraguay","Yield","Rice, paddy","1997","hg/ha","36988"
"Crops","Paraguay","Yield","Rice, paddy","1998","hg/ha","38792"
"Crops","Paraguay","Yield","Rice, paddy","1999","hg/ha","46126"
"Crops","Paraguay","Yield","Rice, paddy","2000","hg/ha","38492"
"Crops","Paraguay","Yield","Rice, paddy","2001","hg/ha","39797"
"Crops","Paraguay","Yield","Rice, paddy","2002","hg/ha","38841"
"Crops","Paraguay","Yield","Rice, paddy","2003","hg/ha","36383"
"Crops","Paraguay","Yield","Rice, paddy","2004","hg/ha","40323"
"Crops","Paraguay","Yield","Rice, paddy","2005","hg/ha","30448"
"Crops","Paraguay","Yield","Rice, paddy","2006","hg/ha","30000"
"Crops","Paraguay","Yield","Rice, paddy","2007","hg/ha","30952"
"Crops","Paraguay","Yield","Rice, paddy","2008","hg/ha","42720"
"Crops","Paraguay","Yield","Rice, paddy","2009","hg/ha","43000"
"Crops","Paraguay","Yield","Rice, paddy","2010","hg/ha","52998"
"Crops","Paraguay","Yield","Rice, paddy","2011","hg/ha","51936"
"Crops","Paraguay","Yield","Rice, paddy","2012","hg/ha","49500"
"Crops","Paraguay","Yield","Rice, paddy","2013","hg/ha","63000"
"Crops","Paraguay","Yield","Rice, paddy","2014","hg/ha","67000"
"Crops","Paraguay","Yield","Rice, paddy","2015","hg/ha","67013"
"Crops","Paraguay","Yield","Rice, paddy","2016","hg/ha","66000"
"Crops","Paraguay","Yield","Rice, paddy","2017","hg/ha","66000"
"Crops","Paraguay","Yield","Rice, paddy","2018","hg/ha","63000"
"Crops","Paraguay","Yield","Rice, paddy","2019","hg/ha","66000"
"Crops","Paraguay","Yield","Sorghum","1961","hg/ha","10857"
"Crops","Paraguay","Yield","Sorghum","1962","hg/ha","10938"
"Crops","Paraguay","Yield","Sorghum","1963","hg/ha","8824"
"Crops","Paraguay","Yield","Sorghum","1964","hg/ha","11500"
"Crops","Paraguay","Yield","Sorghum","1965","hg/ha","11515"
"Crops","Paraguay","Yield","Sorghum","1966","hg/ha","11504"
"Crops","Paraguay","Yield","Sorghum","1967","hg/ha","11517"
"Crops","Paraguay","Yield","Sorghum","1968","hg/ha","15000"
"Crops","Paraguay","Yield","Sorghum","1969","hg/ha","15000"
"Crops","Paraguay","Yield","Sorghum","1970","hg/ha","11137"
"Crops","Paraguay","Yield","Sorghum","1971","hg/ha","12222"
"Crops","Paraguay","Yield","Sorghum","1972","hg/ha","12031"
"Crops","Paraguay","Yield","Sorghum","1973","hg/ha","12092"
"Crops","Paraguay","Yield","Sorghum","1974","hg/ha","12812"
"Crops","Paraguay","Yield","Sorghum","1975","hg/ha","13093"
"Crops","Paraguay","Yield","Sorghum","1976","hg/ha","13169"
"Crops","Paraguay","Yield","Sorghum","1977","hg/ha","13276"
"Crops","Paraguay","Yield","Sorghum","1978","hg/ha","12648"
"Crops","Paraguay","Yield","Sorghum","1979","hg/ha","12345"
"Crops","Paraguay","Yield","Sorghum","1980","hg/ha","12857"
"Crops","Paraguay","Yield","Sorghum","1981","hg/ha","12995"
"Crops","Paraguay","Yield","Sorghum","1982","hg/ha","13198"
"Crops","Paraguay","Yield","Sorghum","1983","hg/ha","11815"
"Crops","Paraguay","Yield","Sorghum","1984","hg/ha","11955"
"Crops","Paraguay","Yield","Sorghum","1985","hg/ha","13012"
"Crops","Paraguay","Yield","Sorghum","1986","hg/ha","13193"
"Crops","Paraguay","Yield","Sorghum","1987","hg/ha","14308"
"Crops","Paraguay","Yield","Sorghum","1988","hg/ha","13421"
"Crops","Paraguay","Yield","Sorghum","1989","hg/ha","13452"
"Crops","Paraguay","Yield","Sorghum","1990","hg/ha","11646"
"Crops","Paraguay","Yield","Sorghum","1991","hg/ha","13389"
"Crops","Paraguay","Yield","Sorghum","1992","hg/ha","14001"
"Crops","Paraguay","Yield","Sorghum","1993","hg/ha","13349"
"Crops","Paraguay","Yield","Sorghum","1994","hg/ha","12992"
"Crops","Paraguay","Yield","Sorghum","1995","hg/ha","14752"
"Crops","Paraguay","Yield","Sorghum","1996","hg/ha","15017"
"Crops","Paraguay","Yield","Sorghum","1997","hg/ha","15021"
"Crops","Paraguay","Yield","Sorghum","1998","hg/ha","14976"
"Crops","Paraguay","Yield","Sorghum","1999","hg/ha","14150"
"Crops","Paraguay","Yield","Sorghum","2000","hg/ha","13057"
"Crops","Paraguay","Yield","Sorghum","2001","hg/ha","14018"
"Crops","Paraguay","Yield","Sorghum","2002","hg/ha","12089"
"Crops","Paraguay","Yield","Sorghum","2003","hg/ha","11725"
"Crops","Paraguay","Yield","Sorghum","2004","hg/ha","24074"
"Crops","Paraguay","Yield","Sorghum","2005","hg/ha","20599"
"Crops","Paraguay","Yield","Sorghum","2006","hg/ha","22558"
"Crops","Paraguay","Yield","Sorghum","2007","hg/ha","22727"
"Crops","Paraguay","Yield","Sorghum","2008","hg/ha","24268"
"Crops","Paraguay","Yield","Sorghum","2009","hg/ha","24152"
"Crops","Paraguay","Yield","Sorghum","2010","hg/ha","59846"
"Crops","Paraguay","Yield","Sorghum","2011","hg/ha","59846"
"Crops","Paraguay","Yield","Sorghum","2012","hg/ha","49850"
"Crops","Paraguay","Yield","Sorghum","2013","hg/ha","42018"
"Crops","Paraguay","Yield","Sorghum","2014","hg/ha","35000"
"Crops","Paraguay","Yield","Sorghum","2015","hg/ha","34751"
"Crops","Paraguay","Yield","Sorghum","2016","hg/ha","34800"
"Crops","Paraguay","Yield","Sorghum","2017","hg/ha","34800"
"Crops","Paraguay","Yield","Sorghum","2018","hg/ha","34800"
"Crops","Paraguay","Yield","Sorghum","2019","hg/ha","34771"
"Crops","Paraguay","Yield","Soybeans","1961","hg/ha","16154"
"Crops","Paraguay","Yield","Soybeans","1962","hg/ha","16111"
"Crops","Paraguay","Yield","Soybeans","1963","hg/ha","18371"
"Crops","Paraguay","Yield","Soybeans","1964","hg/ha","30557"
"Crops","Paraguay","Yield","Soybeans","1965","hg/ha","19248"
"Crops","Paraguay","Yield","Soybeans","1966","hg/ha","15095"
"Crops","Paraguay","Yield","Soybeans","1967","hg/ha","14316"
"Crops","Paraguay","Yield","Soybeans","1968","hg/ha","33938"
"Crops","Paraguay","Yield","Soybeans","1969","hg/ha","27968"
"Crops","Paraguay","Yield","Soybeans","1970","hg/ha","14591"
"Crops","Paraguay","Yield","Soybeans","1971","hg/ha","13791"
"Crops","Paraguay","Yield","Soybeans","1972","hg/ha","12810"
"Crops","Paraguay","Yield","Soybeans","1973","hg/ha","15058"
"Crops","Paraguay","Yield","Soybeans","1974","hg/ha","14239"
"Crops","Paraguay","Yield","Soybeans","1975","hg/ha","14653"
"Crops","Paraguay","Yield","Soybeans","1976","hg/ha","16352"
"Crops","Paraguay","Yield","Soybeans","1977","hg/ha","16471"
"Crops","Paraguay","Yield","Soybeans","1978","hg/ha","12238"
"Crops","Paraguay","Yield","Soybeans","1979","hg/ha","15243"
"Crops","Paraguay","Yield","Soybeans","1980","hg/ha","11304"
"Crops","Paraguay","Yield","Soybeans","1981","hg/ha","19217"
"Crops","Paraguay","Yield","Soybeans","1982","hg/ha","15066"
"Crops","Paraguay","Yield","Soybeans","1983","hg/ha","14732"
"Crops","Paraguay","Yield","Soybeans","1984","hg/ha","15269"
"Crops","Paraguay","Yield","Soybeans","1985","hg/ha","16311"
"Crops","Paraguay","Yield","Soybeans","1986","hg/ha","15019"
"Crops","Paraguay","Yield","Soybeans","1987","hg/ha","19451"
"Crops","Paraguay","Yield","Soybeans","1988","hg/ha","18385"
"Crops","Paraguay","Yield","Soybeans","1989","hg/ha","18966"
"Crops","Paraguay","Yield","Soybeans","1990","hg/ha","19942"
"Crops","Paraguay","Yield","Soybeans","1991","hg/ha","18686"
"Crops","Paraguay","Yield","Soybeans","1992","hg/ha","20044"
"Crops","Paraguay","Yield","Soybeans","1993","hg/ha","28245"
"Crops","Paraguay","Yield","Soybeans","1994","hg/ha","25872"
"Crops","Paraguay","Yield","Soybeans","1995","hg/ha","30076"
"Crops","Paraguay","Yield","Soybeans","1996","hg/ha","28749"
"Crops","Paraguay","Yield","Soybeans","1997","hg/ha","28415"
"Crops","Paraguay","Yield","Soybeans","1998","hg/ha","26295"
"Crops","Paraguay","Yield","Soybeans","1999","hg/ha","26189"
"Crops","Paraguay","Yield","Soybeans","2000","hg/ha","25331"
"Crops","Paraguay","Yield","Soybeans","2001","hg/ha","26008"
"Crops","Paraguay","Yield","Soybeans","2002","hg/ha","22832"
"Crops","Paraguay","Yield","Soybeans","2003","hg/ha","28524"
"Crops","Paraguay","Yield","Soybeans","2004","hg/ha","19164"
"Crops","Paraguay","Yield","Soybeans","2005","hg/ha","20244"
"Crops","Paraguay","Yield","Soybeans","2006","hg/ha","17273"
"Crops","Paraguay","Yield","Soybeans","2007","hg/ha","25000"
"Crops","Paraguay","Yield","Soybeans","2008","hg/ha","25621"
"Crops","Paraguay","Yield","Soybeans","2009","hg/ha","15000"
"Crops","Paraguay","Yield","Soybeans","2010","hg/ha","27931"
"Crops","Paraguay","Yield","Soybeans","2011","hg/ha","29620"
"Crops","Paraguay","Yield","Soybeans","2012","hg/ha","14880"
"Crops","Paraguay","Yield","Soybeans","2013","hg/ha","29500"
"Crops","Paraguay","Yield","Soybeans","2014","hg/ha","28500"
"Crops","Paraguay","Yield","Soybeans","2015","hg/ha","25018"
